Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome_scaled,Attrition_encoded,Income_per_Year,Tenure_Ratio
24.0,No,Travel_Rarely,1127,Research & Development,18,1,Life Sciences,1,150,2,Male,52,3,1,Laboratory Technician,3,Married,2774.0,13257,0,Y,No,12,3,3,80,1,6,2,3,5,3,1,2,-0.837939150222263,0,396.2857142857143,0.7142857142857143
34.0,No,Travel_Rarely,1031,Research & Development,6,4,Life Sciences,1,151,3,Female,45,2,2,Research Scientist,2,Divorced,4505.0,15000,6,Y,No,15,3,3,80,1,12,3,3,1,0,0,0,-0.2782152231266861,0,346.53846153846155,0.07692307692307693
37.0,No,Travel_Rarely,1189,Sales,3,3,Life Sciences,1,152,3,Male,87,3,3,Sales Executive,4,Single,7428.0,14506,2,Y,No,12,3,1,80,0,12,3,3,5,3,1,3,0.6669454001548686,0,571.3846153846154,0.38461538461538464
34.0,No,Travel_Rarely,1354,Research & Development,5,3,Medical,1,153,3,Female,45,2,3,Manager,1,Single,11631.0,5615,2,Y,No,12,3,4,80,0,14,6,3,11,10,5,8,2.025997777730091,0,775.4,0.7333333333333333
36.0,No,Travel_Frequently,1467,Sales,11,2,Technical Degree,1,154,2,Female,92,3,3,Sales Executive,4,Married,9738.0,22952,0,Y,No,14,3,3,80,1,10,6,3,9,7,2,8,1.4138906754817215,0,885.2727272727273,0.8181818181818182
36.0,No,Travel_Rarely,922,Research & Development,3,2,Life Sciences,1,155,1,Female,39,3,1,Laboratory Technician,4,Divorced,2835.0,2561,5,Y,No,22,4,1,80,1,7,2,3,1,0,0,0,-0.8182146213067054,0,354.375,0.125
30.0,No,Travel_Frequently,1312,Research & Development,23,3,Life Sciences,1,159,1,Male,96,1,1,Research Scientist,3,Divorced,2613.0,22310,1,Y,No,25,4,3,80,3,10,2,2,10,7,0,9,-0.8899989724420133,0,237.54545454545453,0.9090909090909091
33.0,No,Non-Travel,750,Sales,22,2,Marketing,1,160,3,Male,95,3,2,Sales Executive,2,Married,6146.0,15480,0,Y,No,13,3,1,80,1,8,2,4,7,7,0,7,0.25240693999511726,0,682.8888888888889,0.7777777777777778
56.0,Yes,Travel_Rarely,441,Research & Development,14,4,Life Sciences,1,161,2,Female,72,3,1,Research Scientist,2,Married,4963.0,4510,9,Y,Yes,18,3,1,80,3,7,2,3,5,4,4,3,-0.13011957979348324,1,620.375,0.625
31.0,Yes,Travel_Rarely,249,Sales,6,4,Life Sciences,1,163,2,Male,76,1,2,Sales Executive,3,Married,6172.0,20739,4,Y,Yes,18,3,2,80,0,12,3,2,7,7,7,7,0.26081411625420736,1,474.7692307692308,0.5384615384615384
26.0,No,Travel_Rarely,841,Research & Development,6,3,Other,1,164,3,Female,46,2,1,Research Scientist,2,Married,2368.0,23300,1,Y,No,19,3,3,80,0,5,3,2,5,4,4,3,-0.9692204410372856,0,394.6666666666667,0.8333333333333334
58.0,Yes,Travel_Rarely,147,Research & Development,23,4,Medical,1,165,4,Female,94,3,3,Healthcare Representative,4,Married,10312.0,3465,1,Y,No,12,3,4,80,1,40,3,2,40,10,15,6,1.599495259047788,1,251.5121951219512,0.975609756097561
19.0,Yes,Travel_Rarely,528,Sales,22,1,Marketing,1,167,4,Male,50,3,1,Sales Representative,3,Single,1675.0,26820,1,Y,Yes,19,3,4,80,0,0,2,2,0,0,0,0,-1.1933040236353414,1,1675.0,0.0
22.0,No,Travel_Rarely,594,Research & Development,2,1,Technical Degree,1,169,3,Male,100,3,1,Laboratory Technician,4,Married,2523.0,19299,0,Y,No,14,3,3,80,1,3,2,3,2,1,2,1,-0.9191007364157868,0,630.75,0.5
49.0,No,Travel_Rarely,470,Research & Development,20,4,Medical,1,170,3,Female,96,3,2,Manufacturing Director,1,Married,6567.0,5549,1,Y,No,14,3,3,80,0,16,2,2,15,11,5,11,0.3885385248057688,0,386.29411764705884,0.8823529411764706
43.0,No,Travel_Frequently,957,Research & Development,28,3,Medical,1,171,2,Female,72,4,1,Research Scientist,3,Single,4739.0,16090,4,Y,No,12,3,4,80,0,18,2,3,3,2,1,2,-0.20255063679487503,0,249.42105263157896,0.15789473684210525
50.0,No,Travel_Frequently,809,Sales,12,3,Marketing,1,174,3,Female,77,3,3,Sales Executive,4,Single,9208.0,6645,4,Y,No,11,3,4,80,0,16,3,3,2,2,2,1,1.2425136209694998,0,541.6470588235294,0.11764705882352941
31.0,Yes,Travel_Rarely,542,Sales,20,3,Life Sciences,1,175,2,Female,71,1,2,Sales Executive,3,Married,4559.0,24788,3,Y,Yes,11,3,3,80,1,4,2,3,2,2,2,2,-0.260754164742422,1,911.8,0.4
41.0,No,Travel_Rarely,802,Sales,9,1,Life Sciences,1,176,3,Male,96,3,3,Sales Executive,3,Divorced,8189.0,21196,3,Y,Yes,13,3,3,80,1,12,2,3,9,7,0,7,0.9130169821997756,0,629.9230769230769,0.6923076923076923
26.0,No,Travel_Rarely,1355,Human Resources,25,1,Life Sciences,1,177,3,Female,61,3,1,Human Resources,3,Married,2942.0,8916,1,Y,No,23,4,4,80,1,8,3,3,8,7,5,7,-0.7836158574712191,0,326.8888888888889,0.8888888888888888
36.0,No,Travel_Rarely,216,Research & Development,6,2,Medical,1,178,2,Male,84,3,2,Manufacturing Director,2,Divorced,4941.0,2819,6,Y,No,20,4,4,80,2,7,0,3,3,2,0,1,-0.13723334432040563,0,617.625,0.375
51.0,Yes,Travel_Frequently,1150,Research & Development,8,4,Life Sciences,1,179,1,Male,53,1,3,Manufacturing Director,4,Single,10650.0,25150,2,Y,No,15,3,4,80,0,18,2,3,4,2,0,3,1.7087885504159597,1,560.5263157894736,0.21052631578947367
39.0,No,Travel_Rarely,1329,Sales,4,4,Life Sciences,1,182,4,Female,47,2,2,Sales Executive,3,Married,5902.0,14590,4,Y,No,14,3,3,80,1,17,1,4,15,11,5,9,0.1735088243328869,0,327.8888888888889,0.8333333333333334
25.0,No,Travel_Rarely,959,Sales,28,3,Life Sciences,1,183,1,Male,41,2,2,Sales Executive,3,Married,8639.0,24835,2,Y,No,18,3,4,80,0,6,3,3,2,2,2,2,1.058525802068643,0,1234.142857142857,0.2857142857142857
30.0,No,Travel_Rarely,1240,Human Resources,9,3,Human Resources,1,184,3,Male,48,3,2,Human Resources,4,Married,6347.0,13982,0,Y,Yes,19,3,4,80,0,12,2,1,11,9,4,7,0.3174008795365447,0,488.2307692307692,0.8461538461538461
32.0,Yes,Travel_Rarely,1033,Research & Development,9,3,Medical,1,190,1,Female,41,3,1,Laboratory Technician,1,Single,4200.0,10224,7,Y,No,22,4,1,80,0,10,2,4,5,4,0,4,-0.3768378677044741,1,381.8181818181818,0.45454545454545453
45.0,No,Travel_Rarely,1316,Research & Development,29,3,Medical,1,192,3,Male,83,3,1,Research Scientist,4,Single,3452.0,9752,5,Y,No,13,3,2,80,0,9,2,2,6,5,0,3,-0.618705861619836,0,345.2,0.6
38.0,No,Travel_Rarely,364,Research & Development,3,5,Technical Degree,1,193,4,Female,32,3,2,Research Scientist,3,Single,4317.0,2302,3,Y,Yes,20,4,2,80,0,19,2,3,3,2,2,2,-0.3390055745385685,0,215.85,0.15
30.0,No,Travel_Rarely,438,Research & Development,18,3,Life Sciences,1,194,1,Female,75,3,1,Research Scientist,3,Single,2632.0,23910,1,Y,No,14,3,3,80,0,5,4,2,5,4,0,4,-0.8838552667142167,0,438.6666666666667,0.8333333333333334
32.0,No,Travel_Frequently,689,Research & Development,9,2,Medical,1,195,4,Male,35,1,2,Sales Executive,4,Divorced,4668.0,22812,0,Y,No,17,3,4,80,3,9,2,4,8,7,0,7,-0.2255086950408519,0,466.8,0.8
30.0,No,Travel_Rarely,201,Research & Development,5,3,Technical Degree,1,197,4,Female,84,3,1,Research Scientist,1,Divorced,3204.0,10415,5,Y,No,14,3,4,80,1,8,3,3,3,2,2,2,-0.698897389014234,0,356.0,0.3333333333333333
30.0,No,Travel_Rarely,1427,Research & Development,2,1,Medical,1,198,2,Male,35,2,1,Laboratory Technician,4,Single,2720.0,11162,0,Y,No,13,3,4,80,0,6,3,3,5,3,1,2,-0.855400208606527,0,388.57142857142856,0.7142857142857143
41.0,No,Travel_Rarely,933,Research & Development,9,4,Life Sciences,1,200,3,Male,94,3,1,Laboratory Technician,1,Married,2238.0,6961,2,Y,No,21,4,4,80,1,7,2,3,5,0,1,4,-1.0112563223327362,0,279.75,0.625
19.0,No,Travel_Rarely,1181,Research & Development,3,1,Medical,1,201,2,Female,79,3,1,Laboratory Technician,2,Single,1483.0,16102,1,Y,No,14,3,4,80,0,1,3,3,1,0,0,0,-1.2553877867793917,0,741.5,0.5
40.0,No,Travel_Frequently,1395,Research & Development,26,3,Medical,1,202,2,Female,54,3,2,Research Scientist,2,Divorced,5605.0,8504,1,Y,No,11,3,1,80,1,20,2,3,20,7,2,13,0.07747300321943436,0,266.9047619047619,0.9523809523809523
35.0,No,Travel_Rarely,662,Sales,1,5,Marketing,1,204,3,Male,94,3,3,Sales Executive,2,Married,7295.0,11439,1,Y,No,13,3,1,80,2,10,3,3,10,8,0,6,0.6239394600602921,0,663.1818181818181,0.9090909090909091
53.0,No,Travel_Rarely,1436,Sales,6,2,Marketing,1,205,2,Male,34,3,2,Sales Representative,3,Married,2306.0,16047,2,Y,Yes,20,4,4,80,1,13,3,1,7,7,4,5,-0.9892683228858851,0,164.71428571428572,0.5
45.0,No,Travel_Rarely,194,Research & Development,9,3,Life Sciences,1,206,2,Male,60,3,2,Laboratory Technician,2,Divorced,2348.0,10901,8,Y,No,18,3,3,80,1,20,2,1,17,9,0,15,-0.9756874996981242,0,111.80952380952381,0.8095238095238095
32.0,No,Travel_Frequently,967,Sales,8,3,Marketing,1,207,2,Female,43,3,3,Sales Executive,4,Single,8998.0,15589,1,Y,No,14,3,4,80,0,9,2,3,9,8,3,7,1.174609505030695,0,899.8,0.9
29.0,No,Non-Travel,1496,Research & Development,1,1,Technical Degree,1,208,4,Male,41,3,2,Manufacturing Director,3,Married,4319.0,26283,1,Y,No,13,3,1,80,1,10,1,3,10,7,0,9,-0.33835886867248466,0,392.6363636363636,0.9090909090909091
51.0,No,Travel_Rarely,1169,Research & Development,7,4,Medical,1,211,2,Male,34,2,2,Manufacturing Director,3,Married,6132.0,13983,2,Y,No,17,3,3,80,0,10,2,3,1,0,0,0,0.24787999893253024,0,557.4545454545455,0.09090909090909091
58.0,No,Travel_Rarely,1145,Research & Development,9,3,Medical,1,214,2,Female,75,2,1,Research Scientist,2,Married,3346.0,11873,4,Y,Yes,20,4,2,80,1,9,3,2,1,0,0,0,-0.6529812725222803,0,334.6,0.1
40.0,No,Travel_Rarely,630,Sales,4,4,Marketing,1,215,3,Male,67,2,3,Sales Executive,4,Married,10855.0,8552,7,Y,No,11,3,1,80,1,15,2,2,12,11,2,11,1.7750759016895548,0,678.4375,0.75
34.0,No,Travel_Frequently,303,Sales,2,4,Marketing,1,216,3,Female,75,3,1,Sales Representative,3,Married,2231.0,11314,6,Y,No,18,3,4,80,1,6,3,3,4,3,1,2,-1.0135197928640296,0,318.7142857142857,0.5714285714285714
22.0,No,Travel_Rarely,1256,Research & Development,19,1,Medical,1,217,3,Male,80,3,1,Research Scientist,4,Married,2323.0,11992,1,Y,No,24,4,1,80,2,2,6,3,2,2,2,2,-0.9837713230241724,0,774.3333333333334,0.6666666666666666
27.0,No,Non-Travel,691,Research & Development,9,3,Medical,1,218,4,Male,57,3,1,Research Scientist,2,Divorced,2024.0,5970,6,Y,No,18,3,4,80,1,6,1,1,2,2,2,2,-1.0804538500037086,0,289.14285714285717,0.2857142857142857
28.0,No,Travel_Rarely,440,Research & Development,21,3,Medical,1,221,3,Male,42,3,1,Research Scientist,4,Married,2713.0,6672,1,Y,No,11,3,3,80,1,5,2,1,5,2,0,2,-0.8576636791378205,0,452.1666666666667,0.8333333333333334
57.0,No,Travel_Rarely,334,Research & Development,24,2,Life Sciences,1,223,3,Male,83,4,3,Healthcare Representative,4,Divorced,9439.0,23402,3,Y,Yes,16,3,2,80,1,12,2,1,5,3,1,4,1.3172081485021851,0,726.0769230769231,0.38461538461538464
27.0,No,Non-Travel,1450,Research & Development,3,3,Medical,1,224,3,Male,79,2,1,Research Scientist,3,Divorced,2566.0,25326,1,Y,Yes,15,3,4,80,1,1,2,2,1,1,0,1,-0.905196560294984,0,1283.0,0.5
41.0,No,Travel_Rarely,465,Research & Development,14,3,Life Sciences,1,227,1,Male,56,3,1,Research Scientist,3,Divorced,2451.0,4609,4,Y,No,12,3,1,80,1,13,2,3,9,8,1,8,-0.9423821475948055,0,175.07142857142858,0.6428571428571429
30.0,No,Travel_Rarely,1339,Sales,5,3,Life Sciences,1,228,2,Female,41,3,3,Sales Executive,4,Married,9419.0,8053,2,Y,No,12,3,3,80,1,12,2,3,10,9,7,4,1.3107410898413465,0,724.5384615384615,0.7692307692307693
38.0,No,Travel_Rarely,702,Sales,1,4,Life Sciences,1,230,1,Female,59,2,2,Sales Executive,4,Single,4903.5,12930,4,Y,No,22,4,3,80,0,12,2,4,8,3,0,7,-0.14935907930947792,0,377.1923076923077,0.6153846153846154
32.0,No,Travel_Rarely,120,Research & Development,6,5,Life Sciences,1,231,3,Male,43,3,1,Research Scientist,3,Single,3038.0,12430,3,Y,No,20,4,1,80,0,8,2,3,5,4,1,4,-0.7525739758991941,0,337.55555555555554,0.5555555555555556
27.0,No,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,1,233,3,Male,51,3,1,Research Scientist,2,Married,3058.0,13364,0,Y,Yes,16,3,4,80,1,6,3,2,5,2,1,1,-0.7461069172383555,0,436.85714285714283,0.7142857142857143
19.0,Yes,Travel_Frequently,602,Sales,1,1,Technical Degree,1,235,3,Female,100,1,1,Sales Representative,1,Single,2325.0,20989,0,Y,No,21,4,1,80,0,1,5,4,0,0,0,0,-0.9831246171580885,1,1162.5,0.0
36.0,No,Travel_Frequently,1480,Research & Development,3,2,Medical,1,238,4,Male,30,3,1,Laboratory Technician,2,Single,2088.0,15062,4,Y,No,12,3,3,80,0,13,3,2,8,7,7,2,-1.0597592622890253,0,149.14285714285714,0.5714285714285714
30.0,No,Non-Travel,111,Research & Development,9,3,Medical,1,239,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072.0,11012,1,Y,No,11,3,3,80,2,12,4,3,12,9,6,10,-0.7415799761757685,0,236.30769230769232,0.9230769230769231
45.0,No,Travel_Rarely,1268,Sales,4,2,Life Sciences,1,240,3,Female,30,3,2,Sales Executive,1,Divorced,5006.0,6319,4,Y,Yes,11,3,1,80,1,9,3,4,5,4,0,3,-0.11621540367268034,0,500.6,0.5
56.0,No,Travel_Rarely,713,Research & Development,8,3,Life Sciences,1,241,3,Female,67,3,1,Research Scientist,1,Divorced,4257.0,13939,4,Y,Yes,18,3,3,80,1,19,3,3,2,2,2,2,-0.35840675052108417,0,212.85,0.1
33.0,No,Travel_Rarely,134,Research & Development,2,3,Life Sciences,1,242,3,Male,90,3,1,Research Scientist,4,Single,2500.0,10515,0,Y,No,14,3,1,80,0,4,2,4,3,1,0,2,-0.9265378538757512,0,500.0,0.6
19.0,Yes,Travel_Rarely,303,Research & Development,2,3,Life Sciences,1,243,2,Male,47,2,1,Laboratory Technician,4,Single,1102.0,9241,1,Y,No,22,4,3,80,0,1,3,2,1,0,1,0,-1.378585254268366,1,551.0,0.5
46.0,No,Travel_Rarely,526,Sales,1,2,Marketing,1,244,2,Female,92,3,3,Sales Executive,1,Divorced,10453.0,2137,1,Y,No,25,4,3,80,3,24,2,3,24,13,15,7,1.6450880226066997,0,418.12,0.96
38.0,No,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,1,245,3,Female,75,3,1,Laboratory Technician,4,Single,2288.0,6319,1,Y,No,12,3,3,80,0,2,3,3,2,2,2,1,-0.9950886756806399,0,762.6666666666666,0.6666666666666666
31.0,No,Travel_Rarely,140,Research & Development,12,1,Medical,1,246,3,Female,95,3,1,Research Scientist,4,Married,3929.0,6984,8,Y,Yes,23,4,3,80,1,7,0,3,4,2,0,2,-0.4644665125588365,0,491.125,0.5
34.0,No,Travel_Rarely,629,Research & Development,27,2,Medical,1,247,4,Female,95,3,1,Research Scientist,2,Single,2311.0,5711,2,Y,No,15,3,4,80,0,9,3,3,3,2,1,2,-0.9876515582206755,0,231.1,0.3
41.0,Yes,Travel_Rarely,1356,Sales,20,2,Marketing,1,248,2,Female,70,3,1,Sales Representative,2,Single,3140.0,21728,1,Y,Yes,22,4,4,80,0,4,5,2,4,3,0,2,-0.7195919767289174,1,628.0,0.8
50.0,No,Travel_Rarely,328,Research & Development,1,3,Medical,1,249,3,Male,86,2,1,Laboratory Technician,3,Married,3690.0,3425,2,Y,No,15,3,4,80,1,5,2,2,3,2,0,2,-0.5417478635558571,0,615.0,0.5
53.0,No,Travel_Rarely,1084,Research & Development,13,2,Medical,1,250,4,Female,57,4,2,Manufacturing Director,1,Divorced,4903.5,26250,1,Y,No,11,3,3,80,2,5,3,3,4,2,1,3,-0.14935907930947792,0,817.25,0.6666666666666666
33.0,No,Travel_Rarely,931,Research & Development,14,3,Medical,1,252,4,Female,72,3,1,Research Scientist,2,Married,2756.0,4673,1,Y,No,13,3,4,80,1,8,5,3,8,7,1,6,-0.8437595030170176,0,306.22222222222223,0.8888888888888888
34.0,No,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,1,256,4,Male,45,2,2,Manufacturing Director,3,Married,9547.0,14074,1,Y,No,17,3,3,80,0,10,2,2,10,9,1,9,1.3521302652707132,0,867.9090909090909,0.9090909090909091
51.0,No,Travel_Rarely,313,Research & Development,3,3,Medical,1,258,4,Female,98,3,4,Healthcare Representative,2,Single,13734.0,7192,3,Y,No,18,3,3,80,0,21,6,3,7,7,1,0,2.7060089959172644,0,624.2727272727273,0.3181818181818182
27.0,No,Travel_Rarely,894,Research & Development,9,3,Medical,1,260,4,Female,99,3,1,Research Scientist,2,Single,2279.0,11781,1,Y,No,16,3,4,80,0,7,2,2,7,7,0,3,-0.9979988520780172,0,284.875,0.875
35.0,Yes,Travel_Rarely,556,Research & Development,23,2,Life Sciences,1,261,2,Male,50,2,2,Manufacturing Director,3,Married,5916.0,15497,3,Y,Yes,13,3,1,80,0,8,1,3,1,0,0,1,0.17803576539547386,1,657.3333333333334,0.1111111111111111
43.0,No,Non-Travel,1344,Research & Development,7,3,Medical,1,262,4,Male,37,4,1,Research Scientist,4,Divorced,2089.0,5228,4,Y,No,14,3,4,80,3,7,3,4,5,4,2,2,-1.0594359093559835,0,261.125,0.625
37.0,No,Travel_Rarely,290,Research & Development,21,3,Life Sciences,1,267,2,Male,65,4,1,Research Scientist,1,Married,3564.0,22977,1,Y,Yes,12,3,1,80,1,8,3,2,8,7,1,7,-0.5824903331191401,0,396.0,0.8888888888888888
35.0,No,Travel_Frequently,138,Research & Development,2,3,Medical,1,269,2,Female,37,3,2,Laboratory Technician,2,Single,4425.0,15986,5,Y,No,11,3,4,80,0,10,5,3,6,2,1,2,-0.3040834577700403,0,402.27272727272725,0.5454545454545454
42.0,No,Non-Travel,926,Research & Development,21,2,Medical,1,270,3,Female,36,3,2,Manufacturing Director,3,Divorced,5265.0,16439,2,Y,No,16,3,2,80,1,11,5,3,5,3,0,2,-0.03246699401482106,0,438.75,0.4166666666666667
38.0,No,Travel_Rarely,1261,Research & Development,2,4,Life Sciences,1,271,4,Male,88,3,2,Manufacturing Director,3,Married,6553.0,7259,9,Y,No,14,3,2,80,0,14,3,3,1,0,0,0,0.3840115837431818,0,436.8666666666667,0.06666666666666667
38.0,No,Travel_Rarely,1084,Research & Development,29,3,Technical Degree,1,273,4,Male,54,3,2,Manufacturing Director,4,Married,6261.0,4185,3,Y,No,18,3,1,80,1,9,3,1,7,7,1,7,0.2895925272949389,0,626.1,0.7
27.0,No,Travel_Frequently,472,Research & Development,1,1,Technical Degree,1,274,3,Male,60,2,2,Manufacturing Director,1,Married,4298.0,9679,5,Y,No,19,3,3,80,1,6,1,3,2,2,2,0,-0.34514928026636515,0,614.0,0.2857142857142857
49.0,No,Non-Travel,1002,Research & Development,18,4,Life Sciences,1,275,4,Male,92,3,2,Manufacturing Director,4,Divorced,6804.0,23793,1,Y,Yes,15,3,1,80,2,7,0,3,7,7,1,7,0.46517316993670565,0,850.5,0.875
34.0,No,Travel_Frequently,878,Research & Development,10,4,Medical,1,277,4,Male,43,3,1,Research Scientist,3,Divorced,3815.0,5972,1,Y,Yes,17,3,4,80,1,5,4,4,5,3,2,0,-0.5013287469256162,0,635.8333333333334,0.8333333333333334
40.0,No,Travel_Rarely,905,Research & Development,19,2,Medical,1,281,3,Male,99,3,2,Laboratory Technician,4,Married,2741.0,16523,8,Y,Yes,15,3,3,80,1,15,2,4,7,2,3,7,-0.8486097970126466,0,171.3125,0.4375
38.0,Yes,Travel_Rarely,1180,Research & Development,29,1,Medical,1,282,2,Male,70,3,2,Healthcare Representative,1,Married,6673.0,11354,7,Y,Yes,19,3,2,80,0,17,2,3,1,0,0,0,0.42281393570821313,1,370.72222222222223,0.05555555555555555
29.0,Yes,Travel_Rarely,121,Sales,27,3,Marketing,1,283,2,Female,35,3,3,Sales Executive,4,Married,7639.0,24525,1,Y,No,22,4,4,80,3,10,3,2,10,4,1,9,0.7351728690267153,1,694.4545454545455,0.9090909090909091
22.0,No,Travel_Rarely,1136,Research & Development,5,3,Life Sciences,1,284,4,Male,60,4,1,Research Scientist,2,Divorced,2328.0,12392,1,Y,Yes,16,3,1,80,1,4,2,2,4,2,2,2,-0.9821545583589627,0,465.6,0.8
36.0,No,Travel_Frequently,635,Research & Development,18,1,Medical,1,286,2,Female,73,3,1,Laboratory Technician,4,Single,2153.0,7703,1,Y,No,13,3,1,80,0,8,2,3,8,1,1,7,-1.0387413216413,0,239.22222222222223,0.8888888888888888
40.0,No,Non-Travel,1151,Research & Development,9,5,Life Sciences,1,287,4,Male,63,2,2,Healthcare Representative,4,Married,4876.0,14242,9,Y,No,14,3,4,80,1,5,5,1,3,2,0,2,-0.15825128496813093,0,812.6666666666666,0.5
46.0,No,Travel_Rarely,644,Research & Development,1,4,Medical,1,288,4,Male,97,3,3,Healthcare Representative,1,Divorced,9396.0,12368,7,Y,No,16,3,3,80,1,17,3,3,4,2,0,3,1.3033039723813822,0,522.0,0.2222222222222222
32.0,Yes,Travel_Rarely,1045,Sales,4,4,Medical,1,291,4,Male,32,1,3,Sales Executive,4,Married,10400.0,25812,1,Y,No,11,3,3,80,0,14,2,2,14,8,9,8,1.6279503171554777,1,693.3333333333334,0.9333333333333333
30.0,No,Non-Travel,829,Research & Development,1,1,Life Sciences,1,292,3,Male,88,2,3,Manufacturing Director,3,Single,8474.0,20925,1,Y,No,22,4,3,80,0,12,2,3,11,8,5,8,1.005172568116725,0,651.8461538461538,0.8461538461538461
27.0,No,Travel_Frequently,1242,Sales,20,3,Life Sciences,1,293,4,Female,90,3,2,Sales Executive,3,Single,9981.0,12916,1,Y,No,14,3,4,80,0,7,2,3,7,7,0,7,1.49246543821091,0,1247.625,0.875
51.0,No,Travel_Rarely,1469,Research & Development,8,4,Life Sciences,1,296,2,Male,81,2,3,Research Director,2,Married,12490.0,15736,5,Y,No,16,3,4,80,2,16,5,1,10,9,4,7,2.3037579472131067,0,734.7058823529412,0.5882352941176471
30.0,Yes,Travel_Rarely,1005,Research & Development,3,3,Technical Degree,1,297,4,Female,88,3,1,Research Scientist,1,Single,2657.0,8556,5,Y,Yes,11,3,3,80,0,8,5,3,5,2,0,4,-0.8757714433881685,1,295.22222222222223,0.5555555555555556
41.0,No,Travel_Rarely,896,Sales,6,3,Life Sciences,1,298,4,Female,75,3,3,Manager,4,Single,13591.0,14674,3,Y,Yes,18,3,3,80,0,16,3,3,1,0,0,0,2.6597695264922687,0,799.4705882352941,0.058823529411764705
30.0,Yes,Travel_Frequently,334,Sales,26,4,Marketing,1,299,3,Female,52,2,2,Sales Executive,1,Single,6696.0,22967,5,Y,No,15,3,3,80,0,9,5,2,6,3,0,1,0.43025105316817747,1,669.6,0.6
29.0,Yes,Travel_Rarely,992,Research & Development,1,3,Technical Degree,1,300,3,Male,85,3,1,Research Scientist,3,Single,2058.0,19757,0,Y,No,14,3,4,80,0,7,1,2,6,2,1,5,-1.0694598502802832,1,257.25,0.75
45.0,No,Non-Travel,1052,Sales,6,3,Medical,1,302,4,Female,57,2,3,Sales Executive,4,Single,4903.5,16840,6,Y,No,12,3,4,80,0,23,2,3,19,7,12,8,-0.14935907930947792,0,204.3125,0.7916666666666666
54.0,No,Travel_Rarely,1147,Sales,3,3,Marketing,1,303,4,Female,52,3,2,Sales Executive,1,Married,5940.0,17011,2,Y,No,14,3,4,80,1,16,4,3,6,2,0,5,0.18579623578848012,0,349.4117647058824,0.35294117647058826
36.0,No,Travel_Rarely,1396,Research & Development,5,2,Life Sciences,1,304,4,Male,62,3,2,Laboratory Technician,2,Single,4903.5,9945,8,Y,No,16,3,4,80,0,16,3,4,13,11,3,7,-0.14935907930947792,0,288.44117647058823,0.7647058823529411
33.0,No,Travel_Rarely,147,Research & Development,4,4,Medical,1,305,3,Female,47,2,1,Research Scientist,2,Married,2622.0,13248,6,Y,No,21,4,4,80,0,7,3,3,3,2,1,1,-0.887088796044636,0,327.75,0.375
37.0,No,Travel_Frequently,663,Research & Development,11,3,Other,1,306,2,Male,47,3,3,Research Director,4,Divorced,12185.0,10056,1,Y,Yes,14,3,3,80,3,10,1,3,10,8,0,7,2.2051353026353184,0,1107.7272727272727,0.9090909090909091
38.0,No,Travel_Rarely,119,Sales,3,3,Life Sciences,1,307,1,Male,76,3,3,Sales Executive,3,Divorced,10609.0,9647,0,Y,No,12,3,3,80,2,17,6,2,16,10,5,13,1.6955310801612404,0,589.3888888888889,0.8888888888888888
31.0,No,Non-Travel,979,Research & Development,1,4,Medical,1,308,3,Male,90,1,2,Manufacturing Director,3,Married,4345.0,4381,0,Y,No,12,3,4,80,1,6,2,3,5,4,1,4,-0.32995169241339456,0,620.7142857142857,0.7142857142857143
59.0,No,Travel_Rarely,142,Research & Development,3,3,Life Sciences,1,309,3,Male,70,2,1,Research Scientist,4,Married,2177.0,8456,3,Y,No,17,3,1,80,1,7,6,3,1,0,0,0,-1.0309808512482939,0,272.125,0.125
37.0,No,Travel_Frequently,319,Sales,4,4,Marketing,1,311,1,Male,41,3,1,Sales Representative,4,Divorced,2793.0,2539,4,Y,No,17,3,3,80,1,13,2,3,9,8,5,8,-0.8317954444944663,0,199.5,0.6428571428571429
29.0,No,Travel_Frequently,1413,Sales,1,1,Medical,1,312,2,Female,42,3,3,Sales Executive,4,Married,7918.0,6599,1,Y,No,14,3,4,80,1,11,5,3,11,10,4,1,0.8253883373454131,0,659.8333333333334,0.9166666666666666
35.0,No,Travel_Frequently,944,Sales,1,3,Marketing,1,314,3,Female,92,3,3,Sales Executive,3,Single,8789.0,9096,1,Y,No,14,3,1,80,0,10,3,4,10,7,0,8,1.107028742024932,0,799.0,0.9090909090909091
29.0,Yes,Travel_Rarely,896,Research & Development,18,1,Medical,1,315,3,Male,86,2,1,Research Scientist,4,Single,2389.0,14961,1,Y,Yes,13,3,3,80,0,4,3,2,4,3,0,1,-0.9624300294434052,1,477.8,0.8
